id	gene_short_name	num_cells_expressed
LOC117684561	uncharacterized LOC117684561	3
LOC117684562	uncharacterized LOC117684562	2
LOC117684563	uncharacterized LOC117684563	3
LOC117684565	uncharacterized LOC117684565_ncRNA	0
LOC117684564	uncharacterized LOC117684564	1
LOC105335099	uncharacterized LOC105335099	4
LOC117684566	uncharacterized LOC117684566	12
LOC105335098	splicing regulatory glutamine/lysine-rich protein 1	15991
LOC105335097	uncharacterized oxidoreductase YjmC	524
LOC105335096	actin-binding protein IPP	471
LOC105335095	growth/differentiation factor 8	289
LOC105335094	trichohyalin	5834
LOC105335093	protein FAM91A1	1945
LOC105335092	neurocalcin homolog	1913
LOC105335090	uncharacterized LOC105335090	3886
LOC105335091	alpha-(1,3)-fucosyltransferase fut-1	6
LOC117684567	uncharacterized LOC117684567_ncRNA	4
LOC105335089	ankyrin repeat domain-containing protein 13C-B	1844
LOC105335087	uncharacterized LOC105335087	2071
LOC105335088	uncharacterized LOC105335088	3405
LOC105335086	fascin	2389
LOC105335085	uncharacterized LOC105335085	597
LOC105335084	uncharacterized LOC105335084_ncRNA	66
LOC105335127	zinc finger X-linked protein ZXDB	3
LOC105335083	uncharacterized LOC105335083	14
LOC105335082	uncharacterized LOC105335082	29
LOC105335081	uncharacterized LOC105335081	94
LOC105335126	retrotransposon-like protein 1	31
LOC117684216	ATP-dependent RNA helicase A-like	3
LOC105335080	cytochrome c oxidase assembly protein ctaG	5556
LOC105335079	developmentally-regulated GTP-binding protein 2-like	3973
LOC105335078	GATOR complex protein NPRL3-like	123
LOC105335077	putative 3-methyladenine DNA glycosylase	1202
LOC105335076	ADP,ATP carrier protein	18364
LOC105319282	60S ribosomal protein L34	14094
LOC105319283	vesicle transport through interaction with t-SNAREs homolog 1A	2299
LOC105319284	metalloreductase STEAP4	1047
LOC105343797	nucleoside diphosphate kinase homolog 5	3689
LOC117684569	uncharacterized LOC117684569_ncRNA	166
LOC117684568	translation initiation factor IF-2-like	24
LOC105343799	fas-binding factor 1 homolog	4002
LOC105343802	sphingosine kinase 2	3257
LOC105343801	60S ribosomal protein L18	17969
LOC117684570	uncharacterized LOC117684570_ncRNA	431
LOC105343803	uncharacterized LOC105343803	1516
LOC105343804	nucleolar RNA helicase 2	6666
LOC117684571	uncharacterized LOC117684571_ncRNA	22
LOC105343805	uncharacterized LOC105343805	257
LOC105343806	interferon regulatory factor 1	2456
LOC105330846	uncharacterized LOC105330846	6485
LOC105330847	uncharacterized LOC105330847	1457
LOC105332481	uncharacterized LOC105332481	610
LOC105332477	dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide	3692
LOC105332479	cytochrome b-245 chaperone 1	6045
LOC105332480	hexosaminidase D	325
LOC105332476	uncharacterized LOC105332476	1114
LOC105332475	ras-related protein Rap-1b	724
LOC105328726	protein phosphatase 1 regulatory subunit 7-like	944
LOC105328727	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial-like	5033
LOC109620969	uncharacterized LOC109620969	345
LOC105328728	dynein beta chain, ciliary	4265
LOC105328729	zinc finger protein 511	5578
LOC117684572	uncharacterized LOC117684572	0
LOC117684217	uncharacterized LOC117684217	0
LOC117684573	collectin-12-like_partial mRNA	7
LOC105328735	ER lumen protein-retaining receptor 2	15832
LOC105328733	calcium uniporter protein, mitochondrial	4046
LOC105328734	phenylalanine--tRNA ligase alpha subunit	7488
LOC105328732	synaptobrevin homolog YKT6	370
LOC105328731	PDZ domain-containing protein GIPC1	9291
LOC105336802	uncharacterized LOC105336802	34
LOC117684575	uncharacterized LOC117684575_ncRNA	0
LOC117684577	uncharacterized LOC117684577_ncRNA	0
LOC117684576	uncharacterized LOC117684576_ncRNA	0
LOC117684574	uncharacterized LOC117684574_ncRNA	0
LOC105348122	uncharacterized LOC105348122	0
LOC117684546	uncharacterized LOC117684546_ncRNA	0
LOC117684218	uncharacterized LOC117684218	1
LOC105322597	uncharacterized LOC105322597	2
LOC117684361	uncharacterized LOC117684361_ncRNA	72
LOC117684680	uncharacterized LOC117684680	20
LOC117684681	uncharacterized LOC117684681	1
LOC117684219	uncharacterized LOC117684219	1
LOC117684220	uncharacterized protein K02A2.6-like	2
LOC117684221	uncharacterized LOC117684221	0
LOC117684682	uncharacterized LOC117684682	24
LOC117684683	uncharacterized LOC117684683	58
LOC105349182	uncharacterized LOC105349182	737
LOC105349183	uncharacterized LOC105349183_ncRNA	3
LOC105349184	uncharacterized LOC105349184	2
LOC105349185	ADP-ribosylation factor	18
LOC109620211	uncharacterized LOC109620211	0
LOC117684684	uncharacterized LOC117684684	0
LOC117684685	uncharacterized LOC117684685	0
LOC105338307	ADP-ribosylation factor	44
LOC109620003	ADP-ribosylation factor-like	89
LOC105338306	ADP-ribosylation factor	9
LOC117684686	ADP-ribosylation factor 1-like	620
LOC105338286	ras association domain-containing protein 2	2381
LOC117684222	cilia- and flagella-associated protein 251-like	1
LOC105338284	uncharacterized LOC105338284	6
LOC109620001	uncharacterized LOC109620001	2
LOC117684687	uncharacterized LOC117684687_ncRNA	0
LOC105339295	ankyrin repeat domain-containing protein 66	2808
LOC105338283	uncharacterized LOC105338283	3
LOC105339296	E3 ubiquitin-protein ligase RNF220	3625
LOC105334511	spliceosome-associated protein CWC27 homolog	5184
LOC105334506	uncharacterized LOC105334506	67
LOC105334507	uncharacterized LOC105334507	7716
LOC105334508	uncharacterized LOC105334508	4580
LOC105334510	heat shock protein 68	4
LOC117680673	heat shock protein 68-like	13
LOC105348304	heat shock protein 68	25
LOC105348305	heat shock protein 68-like	76
LOC105348306	transmembrane protein 234 homolog	887
LOC105348307	multiple PDZ domain protein	7053
LOC105348308	uncharacterized LOC105348308	2796
LOC117684223	fibroleukin-like	181
LOC117684688	uncharacterized LOC117684688	3
LOC117684689	uncharacterized LOC117684689	150
LOC117684690	ATP-dependent DNA helicase Q-like SIM	81
LOC105347633	tenascin-R	35
LOC105324552	peroxisomal membrane protein PMP34	5291
LOC105324551	neuropeptide FF receptor 2	158
LOC105324550	THUMP domain-containing protein 1	1721
LOC105333079	zinc finger protein 454	1366
LOC105333076	uncharacterized LOC105333076	1304
LOC105323132	glycogen debranching enzyme	888
LOC105323133	peptidyl-prolyl cis-trans isomerase-like 3	11922
LOC105323134	zinc finger ZZ-type and EF-hand domain-containing protein 1	3439
LOC105323136	microtubule-actin cross-linking factor 1	4154
LOC117684480	uncharacterized LOC117684480	24
LOC105342777	uncharacterized LOC105342777	157
LOC117684460	uncharacterized LOC117684460_ncRNA	0
LOC117684814	uncharacterized LOC117684814_ncRNA	1
LOC105327300	neural cell adhesion molecule 1-A	13
LOC105342775	COP9 signalosome complex subunit 5	7395
LOC105342776	brefeldin A-inhibited guanine nucleotide-exchange protein 1	10509
LOC105336681	geminin	15897
LOC117684580	kelch-like protein 21	3080
LOC105336673	protein tilB homolog	4195
LOC105336674	39S ribosomal protein L15, mitochondrial	3689
LOC105336676	cysteine protease ATG4C-like	2878
LOC105341643	uncharacterized LOC105341643	24
LOC117680366	uncharacterized LOC117680366	59
LOC105336677	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2	1680
LOC105336678	microcephalin	4765
LOC105336060	metalloendopeptidase OMA1, mitochondrial	695
LOC105336061	DNA ligase 4	2783
LOC105336057	transient receptor potential cation channel subfamily V member 3	2668
LOC105336053	uncharacterized protein C6orf62 homolog	11222
LOC105336054	fatty acyl-CoA hydrolase precursor, medium chain	70
LOC105336052	fatty acyl-CoA hydrolase precursor, medium chain	130
LOC105336051	liver carboxylesterase 2-like	0
LOC105336050	uncharacterized LOC105336050_ncRNA	0
LOC105336049	carboxylesterase 5A-like	7
LOC105336048	uncharacterized LOC105336048	18
LOC105336047	uncharacterized LOC105336047	0
LOC117680351	uncharacterized LOC117680351_ncRNA	0
LOC105336045	uncharacterized LOC105336045	0
LOC117684224	uncharacterized LOC117684224	0
LOC105336129	uncharacterized LOC105336129	0
LOC105336044	uncharacterized LOC105336044	0
LOC105336042	translation initiation factor eIF-2B subunit beta	5324
LOC105336043	zinc finger protein 367	5788
LOC105336040	plasminogen activator inhibitor 1 RNA-binding protein	15869
LOC105336039	uncharacterized LOC105336039	50
LOC117680357	ATP-dependent DNA helicase PIF1-like	270
Trnat-ggu_23		0
Trnat-ggu_24		0
LOC105336128	uncharacterized LOC105336128	40
LOC109620833	uncharacterized LOC109620833	6
LOC105336038	uncharacterized LOC105336038	6
LOC105317097	uncharacterized LOC105317097	0
LOC105330735	uncharacterized LOC105330735	6
LOC117684583	uncharacterized LOC117684583	0
LOC105336225	uncharacterized LOC105336225	35
LOC117684586	uncharacterized LOC117684586_ncRNA	0
LOC105330736	uncharacterized LOC105330736_ncRNA	2
LOC117684585	uncharacterized LOC117684585	30
LOC105335114	uncharacterized LOC105335114	16
LOC105335113	uncharacterized LOC105335113	29
LOC109619624	uncharacterized LOC109619624_ncRNA	0
LOC105335109	ubiquitin-like-conjugating enzyme ATG10	1428
LOC105335111	single-stranded DNA-binding protein 3	8630
LOC105335110	uncharacterized LOC105335110_ncRNA	349
LOC105335108	cytosolic carboxypeptidase 6	892
LOC105335107	ELAV-like protein 1	2014
LOC109619622	uncharacterized LOC109619622_ncRNA	13
LOC105335105	caspase activity and apoptosis inhibitor 1	2377
LOC105335106	uncharacterized LOC105335106	8016
LOC105335131	carbohydrate sulfotransferase 15	31
LOC105335103	protein FAM135A	4884
LOC105335102	uncharacterized LOC105335102	59
LOC117684609	uncharacterized LOC117684609_ncRNA	24
LOC105335130	craniofacial development protein 2	6
LOC117684225	uncharacterized LOC117684225	29
LOC105335100	methyltransferase-like protein 24	10651
LOC105334318	eukaryotic translation elongation factor 1 epsilon-1	8042
LOC105334319	peroxisome biogenesis factor 10	1558
LOC105334320	RING finger protein 207	1
LOC117684610	uncharacterized LOC117684610_ncRNA	21
LOC105323596	uncharacterized LOC105323596	2542
LOC117684611	uncharacterized LOC117684611	523
LOC105323594	uncharacterized LOC105323594	72
LOC105328333	17-beta-hydroxysteroid dehydrogenase type 6	1290
LOC105328336	lysosomal alpha-glucosidase	894
LOC105328335	GDP-fucose protein O-fucosyltransferase 1	4508
LOC105328334	neurocalcin homolog	11
LOC105328337	neurocalcin homolog	55
LOC105328338	zinc finger protein 678	1592
LOC117684612	serine/threonine-protein kinase NIM1-like	586
LOC117684613	small glutamine-rich tetratricopeptide repeat-containing protein beta-like	7798
LOC105328342	neuronal calcium sensor 2	4211
LOC117684626	neurocalcin	907
LOC117680457	CAP-Gly domain-containing linker protein 3-like	653
LOC105328347	cadherin-23	824
Trnag-acc		0
LOC117684618	G-protein coupled receptor-associated protein LMBRD2-like	586
LOC105329486	uncharacterized LOC105329486	357
LOC105329447	alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial	716
LOC117684621	growth arrest and DNA damage-inducible proteins-interacting protein 1-like	2670
LOC105329449	cilia- and flagella-associated protein 57	2432
LOC105329450	cytochrome c oxidase assembly factor 7	436
LOC105329453	trafficking protein particle complex subunit 13	706
LOC117684620	sodium/bile acid cotransporter 5-like	166
LOC117684623	neurocalcin homolog	17
LOC117684619	zinc finger protein 708-like	2432
LOC105328339	serine/threonine-protein kinase NIM1	825
LOC105328341	small glutamine-rich tetratricopeptide repeat-containing protein beta	4397
LOC117684624	neuronal calcium sensor 2-like	5451
LOC105328343	neurocalcin	3992
LOC105328344	CAP-Gly domain-containing linker protein 3-like	2743
LOC117684614	cadherin-23-like	662
LOC105328346	G-protein coupled receptor-associated protein LMBRD2	182
Trnag-acc_1		0
LOC117684615	uncharacterized LOC117684615	505
Trnaf-aaa_1		6
LOC105329448	growth arrest and DNA damage-inducible proteins-interacting protein 1	2436
LOC117684617	cilia- and flagella-associated protein 57-like	1962
LOC117684622	cytochrome c oxidase assembly factor 7-like	1318
LOC105329451	sodium/bile acid cotransporter 5	358
LOC105329454	neurocalcin homolog	166
LOC105329455	elongator complex protein 6	1009
LOC105329456	probable kinetochore protein NUF2	7730
LOC105329457	adenine DNA glycosylase	183
LOC105329458	tyrosine-protein phosphatase Lar	8664
LOC105329459	PCNA-interacting partner	6914
LOC105329460	solute carrier family 2, facilitated glucose transporter member 12	243
LOC105329463	phosphotriesterase-related protein	2532
LOC105329462	activating signal cointegrator 1 complex subunit 2	2025
LOC105329464	inositol polyphosphate multikinase	5267
LOC105329465	ankyrin repeat domain-containing protein 54	7747
LOC105329487	uncharacterized LOC105329487	9
LOC117684627	uncharacterized LOC117684627_ncRNA	19
LOC117684226	uncharacterized LOC117684226	31
LOC105329466	probable low-specificity L-threonine aldolase 2	513
LOC105329468	E3 ubiquitin-protein ligase TRAF7-like	3969
LOC105329470	neurogenic differentiation factor 4	4901
LOC105329471	autocrine proliferation repressor protein A	50
LOC105329472	intraflagellar transport protein 140 homolog	5508
LOC105329473	26S proteasome non-ATPase regulatory subunit 14	5599
LOC105329474	uncharacterized LOC105329474	1013
LOC109618893	uncharacterized LOC109618893	8
LOC105329475	growth factor receptor-bound protein 2	15087
LOC105329476	mitochondrial uncoupling protein 4	2964
LOC105337466	uncharacterized protein K02A2.6-like	46
LOC105329478	uncharacterized LOC105329478	6414
LOC105329479	protein fem-1 homolog CG6966	85
LOC105329480	calmodulin-A	251
LOC105329481	troponin C	781
LOC105329483	tolloid-like protein 1	1228
LOC105329482	IQ domain-containing protein K	2472
LOC105340362	uncharacterized LOC105340362	14
LOC117684628	polycystic kidney disease protein 1-like 2	601
LOC105340300	E3 ubiquitin-protein ligase SMURF2	11057
LOC105340302	G protein-activated inward rectifier potassium channel 3	5407
LOC105340304	uncharacterized LOC105340304	5288
LOC105340305	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	1494
LOC105340306	N-alpha-acetyltransferase 60	5210
LOC105340307	RNA exonuclease 5	1690
LOC105340363	ERI1 exoribonuclease 2	3053
LOC105340309	kelch-like protein 24	4308
LOC117684629	monocarboxylate transporter 13-like	354
LOC117684630	protein PML-like	7
LOC117684631	uncharacterized LOC117684631_ncRNA	4153
LOC105340311	histone-lysine N-methyltransferase, H3 lysine-79 specific-like	12429
LOC105340312	cysteine-rich protein 2-binding protein-like	1026
LOC105340315	BAG family molecular chaperone regulator 2	3163
LOC105340313	ras-related protein Rab-23	5891
LOC105340316	ubiquitin carboxyl-terminal hydrolase 14	6119
LOC105340364	uncharacterized LOC105340364	132
LOC117684632	uncharacterized LOC117684632	22
LOC105340318	allatostatin-A receptor	7
LOC105340317	uncharacterized LOC105340317	1
LOC105340319	ELKS/Rab6-interacting/CAST family member 1	457
LOC105340320	serine/threonine-protein kinase SBK1	574
LOC105340322	LITAF domain-containing protein	17304
LOC105340323	LITAF domain-containing protein	729
LOC105340324	lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog	137
LOC105340325	LITAF domain-containing protein	515
LOC117684633	LITAF domain-containing protein-like	157
LOC117684227	ADP,ATP carrier protein 3, mitochondrial-like	0
LOC117684634	uncharacterized LOC117684634_ncRNA	69
LOC117684635	uncharacterized LOC117684635_ncRNA	829
LOC105340326	LITAF domain-containing protein-like	992
LOC105340327	ADP,ATP carrier protein 3-like	1083
LOC105340328	LITAF domain-containing protein	1669
LOC105340329	cell death-inducing p53-target protein 1 homolog	117
LOC105340330	paired box protein Pax-8	10212
LOC105340332	N-acetyltransferase 9-like protein	655
LOC105340333	coiled-coil domain-containing protein 96	2927
LOC105340334	thymidine kinase, cytosolic	900
LOC105340335	protein CLEC16A	2235
LOC105334011	suppressor of cytokine signaling 2	198
LOC105334012	ankyrin repeat, PH and SEC7 domain containing protein secG	4564
LOC105334014	ankyrin-2	7260
LOC117684636	sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like	8
LOC105334015	sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	79
LOC105334018	uncharacterized LOC105334018	7484
LOC105334016	uncharacterized LOC105334016	3725
LOC105334019	uncharacterized LOC105334019	447
LOC105334020	uncharacterized LOC105334020	940
LOC105334021	speckle-type POZ protein B	2982
LOC105334023	RNA pseudouridylate synthase domain-containing protein 1-like	4890
LOC117684638	protein ALP1-like	2
LOC117684637	uncharacterized LOC117684637	54
LOC105334024	axin-1-like	9227
LOC105334025	programmed cell death protein 6	4673
LOC105334026	2-oxoglutarate dehydrogenase, mitochondrial	8684
LOC105334028	brain-specific angiogenesis inhibitor 1-associated protein 2	621
LOC105334029	beta-1,3-galactosyltransferase 5	15
LOC105334052	vesicular inhibitory amino acid transporter-like	3
LOC105334030	DNA (cytosine-5)-methyltransferase 3B	220
LOC105334032	leucine-rich repeat and IQ domain-containing protein 4	3279
LOC105334033	coiled-coil domain-containing protein 57	4251
LOC105334034	baculoviral IAP repeat-containing protein 5	15141
LOC105334035	zinc finger protein 493	2075
